Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Sale Type,Sale Condition,SalePrice
360.0,527164020.0,20.0,58.0,7250.0,6.0,5.0,1993.0,1993.0,45.0,0.0,0.0,1181.0,1181.0,1190.0,0.0,0.0,1190.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,1993.0,2.0,430.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,166000
361.0,527164060.0,60.0,68.0,9636.0,6.0,5.0,1992.0,1993.0,0.0,0.0,0.0,808.0,808.0,808.0,785.0,0.0,1593.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1993.0,2.0,389.0,342.0,40.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,178000
362.0,527164090.0,60.0,65.0,8125.0,6.0,5.0,1994.0,1995.0,0.0,0.0,0.0,702.0,702.0,702.0,779.0,0.0,1481.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,1.0,1994.0,2.0,343.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,174000
363.0,527165130.0,20.0,68.0,9248.0,6.0,6.0,1992.0,1992.0,106.0,560.0,0.0,598.0,1158.0,1167.0,0.0,0.0,1167.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1992.0,2.0,400.0,120.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,173000
364.0,527166010.0,60.0,68.0,10762.0,7.0,5.0,1999.0,1999.0,344.0,694.0,0.0,284.0,978.0,1005.0,978.0,0.0,1983.0,0.0,0.0,2.0,1.0,3.0,1.0,9.0,1.0,1999.0,2.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,225000
365.0,527180100.0,20.0,99.0,11851.0,7.0,5.0,1990.0,1990.0,0.0,0.0,0.0,1424.0,1424.0,1442.0,0.0,0.0,1442.0,0.0,0.0,2.0,0.0,3.0,1.0,5.0,0.0,1990.0,2.0,500.0,0.0,34.0,0.0,508.0,0.0,0.0,0.0,5.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,180500
366.0,527182110.0,120.0,68.0,5814.0,8.0,5.0,1984.0,1984.0,0.0,1036.0,0.0,184.0,1220.0,1360.0,0.0,0.0,1360.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1984.0,2.0,565.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Ex,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,COD,Abnorml,187500
367.0,527214050.0,20.0,63.0,17423.0,9.0,5.0,2008.0,2009.0,748.0,1904.0,0.0,312.0,2216.0,2234.0,0.0,0.0,2234.0,1.0,0.0,2.0,0.0,1.0,1.0,9.0,1.0,2009.0,3.0,1166.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,New,Partial,501837
368.0,527254020.0,20.0,80.0,11844.0,8.0,5.0,2008.0,2008.0,464.0,0.0,0.0,2046.0,2046.0,2046.0,0.0,0.0,2046.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2008.0,3.0,834.0,322.0,82.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,New,Partial,372500
369.0,527258020.0,20.0,124.0,16158.0,7.0,5.0,2005.0,2005.0,16.0,1274.0,0.0,256.0,1530.0,1530.0,0.0,0.0,1530.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2005.0,2.0,430.0,168.0,36.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,Grvl,IR1,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,260000
370.0,527276160.0,60.0,85.0,11900.0,5.0,6.0,1977.0,1977.0,157.0,400.0,0.0,722.0,1122.0,946.0,988.0,0.0,1934.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,1.0,1977.0,2.0,567.0,0.0,176.0,0.0,0.0,200.0,0.0,0.0,7.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,P,Ex,MnPrv,Shed,WD ,Normal,185000
371.0,527301320.0,60.0,94.0,13005.0,7.0,7.0,1980.0,1980.0,278.0,692.0,0.0,153.0,845.0,1153.0,1200.0,0.0,2353.0,1.0,0.0,2.0,1.0,4.0,1.0,10.0,1.0,1983.0,2.0,484.0,288.0,195.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,Ex,Typ,TA,Attchd,RFn,TA,TA,Y,Ex,GdPrv,Shed,WD ,Normal,260000
372.0,527302175.0,20.0,48.0,17043.0,6.0,5.0,1979.0,1998.0,0.0,0.0,0.0,1362.0,1362.0,1586.0,0.0,0.0,1586.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1979.0,2.0,435.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,Gd,Fa,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,181000
373.0,527326040.0,20.0,85.0,11900.0,7.0,5.0,1977.0,1977.0,209.0,822.0,0.0,564.0,1386.0,1411.0,0.0,0.0,1411.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,1977.0,2.0,544.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Family,82500
374.0,527326150.0,20.0,68.0,16635.0,6.0,7.0,1977.0,2000.0,126.0,1246.0,0.0,356.0,1602.0,1602.0,0.0,0.0,1602.0,0.0,1.0,2.0,0.0,3.0,1.0,8.0,1.0,1977.0,2.0,529.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,215000
375.0,527352150.0,60.0,68.0,13250.0,7.0,6.0,1978.0,1978.0,256.0,0.0,0.0,832.0,832.0,1154.0,896.0,0.0,2050.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1978.0,2.0,529.0,192.0,192.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRNn,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Abnorml,154000
376.0,527353020.0,20.0,80.0,10928.0,6.0,6.0,1978.0,1986.0,101.0,363.0,0.0,1064.0,1427.0,1671.0,0.0,0.0,1671.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1978.0,2.0,484.0,252.0,55.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,200000
377.0,527353060.0,60.0,68.0,12388.0,7.0,7.0,1980.0,1991.0,229.0,602.0,0.0,441.0,1043.0,1539.0,1134.0,0.0,2673.0,0.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,1980.0,2.0,441.0,178.0,84.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,BuiltIn,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,249000
378.0,527354100.0,80.0,68.0,14115.0,7.0,5.0,1980.0,1980.0,225.0,1036.0,0.0,336.0,1372.0,1472.0,0.0,0.0,1472.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,2.0,1980.0,2.0,588.0,233.0,48.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,187500
379.0,527354200.0,20.0,80.0,11088.0,6.0,5.0,1978.0,1998.0,144.0,832.0,0.0,308.0,1140.0,1707.0,0.0,0.0,1707.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1978.0,2.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,184000
380.0,527355150.0,20.0,80.0,9600.0,8.0,5.0,1981.0,1981.0,0.0,1104.0,0.0,1420.0,2524.0,2524.0,0.0,0.0,2524.0,1.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,1981.0,2.0,542.0,474.0,120.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,Hip,WdShngl,BrkFace,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,278000
381.0,527356040.0,20.0,82.0,11880.0,7.0,5.0,1978.0,1978.0,206.0,704.0,0.0,567.0,1271.0,1601.0,0.0,0.0,1601.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1978.0,2.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,COD,Abnorml,157000
382.0,527359050.0,20.0,80.0,10400.0,7.0,5.0,1976.0,1976.0,189.0,0.0,0.0,1090.0,1090.0,1370.0,0.0,0.0,1370.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,1976.0,2.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Family,152000
383.0,527359180.0,60.0,68.0,10304.0,5.0,7.0,1976.0,1976.0,44.0,381.0,0.0,399.0,780.0,1088.0,780.0,0.0,1868.0,1.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,1976.0,2.0,484.0,448.0,96.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,197500
384.0,527364030.0,60.0,70.0,7000.0,7.0,5.0,2003.0,2003.0,0.0,622.0,0.0,304.0,926.0,1016.0,868.0,0.0,1884.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2003.0,2.0,581.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,FV,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,240900
385.0,527365030.0,60.0,75.0,8004.0,8.0,5.0,2009.0,2009.0,110.0,544.0,0.0,288.0,832.0,832.0,1103.0,0.0,1935.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,0.0,2009.0,2.0,552.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,FV,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,BuiltIn,Fin,TA,TA,Y,Ex,MnPrv,Shed,New,Partial,263435
386.0,527366030.0,60.0,68.0,7500.0,8.0,5.0,2000.0,2001.0,0.0,0.0,0.0,1058.0,1058.0,1058.0,816.0,0.0,1874.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2000.0,2.0,588.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,FV,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,220000
387.0,527368010.0,60.0,68.0,8470.0,8.0,5.0,2002.0,2002.0,0.0,225.0,276.0,471.0,972.0,972.0,839.0,0.0,1811.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2002.0,2.0,565.0,225.0,48.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,FV,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,235000
388.0,527375100.0,20.0,68.0,9373.0,5.0,7.0,1975.0,1975.0,161.0,1333.0,168.0,120.0,1621.0,1621.0,0.0,0.0,1621.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,2.0,1975.0,2.0,478.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,6.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,213000
389.0,527375180.0,20.0,78.0,10140.0,6.0,6.0,1974.0,1974.0,196.0,888.0,0.0,228.0,1116.0,1116.0,0.0,0.0,1116.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,1974.0,2.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Ex,GdWo,Shed,WD ,Normal,167900
390.0,527375210.0,20.0,85.0,11050.0,7.0,5.0,1975.0,1975.0,0.0,636.0,0.0,540.0,1176.0,1193.0,0.0,0.0,1193.0,0.0,0.0,2.0,0.0,3.0,1.0,5.0,1.0,1975.0,2.0,506.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,158000
391.0,527376100.0,20.0,78.0,10140.0,6.0,5.0,1974.0,1974.0,174.0,0.0,0.0,1064.0,1064.0,1350.0,0.0,0.0,1350.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1974.0,2.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,165000
392.0,527378140.0,80.0,68.0,10448.0,6.0,6.0,1972.0,1972.0,333.0,0.0,0.0,689.0,689.0,1378.0,741.0,0.0,2119.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1972.0,2.0,583.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Ex,GdPrv,Shed,COD,Abnorml,158000
393.0,527401160.0,90.0,60.0,9000.0,5.0,5.0,1974.0,1974.0,0.0,0.0,0.0,896.0,896.0,896.0,896.0,0.0,1792.0,0.0,0.0,2.0,2.0,4.0,2.0,8.0,0.0,1979.0,0.0,0.0,32.0,45.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,136000
394.0,527402220.0,20.0,68.0,8750.0,5.0,6.0,1970.0,1970.0,76.0,828.0,0.0,174.0,1002.0,1002.0,0.0,0.0,1002.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1973.0,2.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,148500
395.0,527403040.0,20.0,61.0,7930.0,6.0,8.0,1969.0,2005.0,0.0,439.0,472.0,115.0,1026.0,1026.0,0.0,0.0,1026.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1969.0,2.0,440.0,171.0,48.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Detchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,156000
396.0,527404020.0,20.0,68.0,7830.0,5.0,5.0,1970.0,1970.0,0.0,0.0,0.0,1180.0,1180.0,1180.0,0.0,0.0,1180.0,0.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,1970.0,2.0,477.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,COD,Normal,128000
397.0,527404030.0,20.0,68.0,8510.0,5.0,7.0,1971.0,1971.0,178.0,500.0,0.0,543.0,1043.0,1050.0,0.0,0.0,1050.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1971.0,1.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,143000
